id,sex, age, ecactivity, worktype, commutetime, town, x, y, apartment
5952,M,24,student,undef,15 to 30 min,Ho,-563967,-1.20185e+06,10674
5953,F,46,working,banks,not commuting,Ho,-563611,-1.2024e+06,7874
5954,F,68,retired,undef,not commuting,Ho,-564217,-1.20252e+06,427
5955,M,33,working,industry,not commuting,Ho,-564818,-1.20172e+06,4445
5956,M,74,retired,undef,not commuting,Ho,-565507,-1.20209e+06,3470
5957,F,73,retired,undef,not commuting,Ho,-565507,-1.20209e+06,3470
5958,F,64,retired,undef,not commuting,Ho,-563194,-1.20174e+06,4614
5959,F,76,retired,undef,not commuting,Ho,-564306,-1.20176e+06,1907
5960,F,64,working,health,less than 15min,Ho,-563885,-1.20292e+06,9448
5961,M,65,retired,undef,not commuting,Ho,-563885,-1.20292e+06,9448
5962,M,30,working,adminetc,not commuting,Ho,-565688,-1.20215e+06,9003
5963,F,26,working,agriculture,not commuting,Ho,-563912,-1.20174e+06,8108
5964,M,62,retired,undef,not commuting,Ho,-565748,-1.20212e+06,6797
5965,M,38,at home,undef,not commuting,Ho,-565799,-1.2023e+06,6722
5966,F,54,working,industry,not commuting,Ho,-563901,-1.20264e+06,9588
5967,M,55,retired,undef,not commuting,Ho,-563901,-1.20264e+06,9588
5968,M,32,working,industry,not commuting,Ho,-563901,-1.20264e+06,9588
5969,F,33,working,construction,not commuting,Ho,-563767,-1.20298e+06,9441
5970,F,29,working,agriculture,not commuting,Ho,-565790,-1.20225e+06,4908
5971,M,4,at home,undef,not commuting,Ho,-565790,-1.20225e+06,4908
5972,M,29,working,adminetc,not commuting,Ho,-565790,-1.20225e+06,4908
5973,M,8,student,undef,not commuting,Ho,-565790,-1.20225e+06,4908
5974,M,27,working,transportation,30 to 45 mins,Ho,-563751,-1.20307e+06,9285
5975,F,28,working,industry,not commuting,Ho,-563681,-1.20225e+06,7501
5976,F,39,working,industry,not commuting,Ho,-564158,-1.202e+06,1584
5977,F,64,retired,undef,not commuting,Ho,-564158,-1.202e+06,1584
5978,M,64,retired,undef,not commuting,Ho,-564158,-1.202e+06,1584
5979,M,37,at home,undef,not commuting,Ho,-564457,-1.2023e+06,7275
5980,F,28,at home,undef,not commuting,Ho,-564457,-1.2023e+06,7275
5981,M,19,working,construction,not commuting,Ho,-565578,-1.20216e+06,6856
5982,M,48,working,health,not commuting,Ho,-565578,-1.20216e+06,6856
5983,F,47,working,adminetc,not commuting,Ho,-565578,-1.20216e+06,6856
5984,M,53,at home,undef,not commuting,Ho,-563709,-1.20268e+06,8333
5985,F,46,working,health,not commuting,Ho,-563709,-1.20268e+06,8333
5986,F,21,at home,undef,not commuting,Ho,-563709,-1.20268e+06,8333
5987,F,43,working,industry,not commuting,Ho,-565326,-1.20183e+06,3546
5988,M,28,at home,undef,not commuting,Ho,-564818,-1.20172e+06,4449
5989,M,36,working,education,not commuting,Ho,-565543,-1.20215e+06,6869
5990,M,38,working,publicsector,45 to 60 mins,Ho,-565543,-1.20215e+06,6869
5991,F,61,retired,undef,not commuting,Ho,-565543,-1.20215e+06,6869
5992,M,74,retired,undef,not commuting,Ho,-564333,-1.20226e+06,832
5993,M,43,working,eatinghousing,not commuting,Ho,-564333,-1.20226e+06,832
5994,F,59,working,education,not commuting,Ho,-563819,-1.20271e+06,8529
5995,M,62,working,industry,60 to 90 mins,Ho,-563819,-1.20271e+06,8529
5996,F,33,at home,undef,not commuting,Ho,-563841,-1.20291e+06,9766
5997,F,0,at home,undef,not commuting,Ho,-563841,-1.20291e+06,9766
5998,M,38,at home,undef,not commuting,Ho,-563841,-1.20291e+06,9766
5999,M,2,at home,undef,not commuting,Ho,-563841,-1.20291e+06,9766
6000,F,59,working,industry,not commuting,Ho,-565536,-1.20167e+06,6825
6001,M,53,at home,undef,not commuting,Ho,-563425,-1.20167e+06,5842
6002,M,38,at home,undef,not commuting,Ho,-564203,-1.20197e+06,1380
6003,F,35,working,industry,not commuting,Ho,-564203,-1.20197e+06,1380
6004,M,17,student,undef,not commuting,Ho,-564203,-1.20197e+06,1380
6005,M,58,working,eatinghousing,not commuting,Ho,-564018,-1.20206e+06,6671
6006,F,22,student,undef,not commuting,Ho,-563378,-1.20159e+06,5939
6007,F,47,working,industry,not commuting,Ho,-563378,-1.20159e+06,5939
6008,F,53,at home,undef,not commuting,Ho,-564422,-1.2024e+06,7337
6009,M,54,working,industry,not commuting,Ho,-564422,-1.2024e+06,7337
6010,M,22,student,undef,not commuting,Ho,-564422,-1.2024e+06,7337
6011,F,63,retired,undef,not commuting,Ho,-563383,-1.20153e+06,6038
6012,M,67,retired,undef,not commuting,Ho,-563383,-1.20153e+06,6038
6013,M,20,student,undef,not commuting,Ho,-564636,-1.20262e+06,5428
6014,F,46,working,tradeandmoto,not commuting,Ho,-564636,-1.20262e+06,5428
6015,M,19,at home,undef,not commuting,Ho,-564636,-1.20262e+06,5428
6016,F,22,at home,undef,not commuting,Ho,-564636,-1.20262e+06,5428
6017,M,47,working,tradeandmoto,45 to 60 mins,Ho,-564636,-1.20262e+06,5428
6018,F,42,working,tradeandmoto,not commuting,Ho,-563336,-1.20152e+06,6108
6019,M,40,at home,undef,not commuting,Ho,-563336,-1.20152e+06,6108
6020,F,13,student,undef,not commuting,Ho,-563336,-1.20152e+06,6108
6021,M,17,student,undef,not commuting,Ho,-563336,-1.20152e+06,6108
6022,F,16,student,undef,not commuting,Ho,-563336,-1.20152e+06,6108
6023,M,4,at home,undef,not commuting,Ho,-563336,-1.20152e+06,6108
6024,F,9,student,undef,not commuting,Ho,-563336,-1.20152e+06,6108
6025,F,83,retired,undef,not commuting,Ho,-564772,-1.20172e+06,945
6026,M,71,retired,undef,not commuting,Ho,-564772,-1.20172e+06,945
6027,F,53,at home,undef,not commuting,Ho,-564772,-1.20172e+06,945
6028,F,59,retired,undef,not commuting,Ho,-565407,-1.20208e+06,6905
6029,M,60,retired,undef,not commuting,Ho,-565407,-1.20208e+06,6905
6030,F,34,working,tradeandmoto,not commuting,Ho,-564694,-1.20265e+06,7006
6031,M,31,working,adminetc,not commuting,Ho,-564694,-1.20265e+06,7006
6032,M,57,working,tradeandmoto,less than 15min,Ho,-564694,-1.20265e+06,7006
6033,F,54,working,tradeandmoto,not commuting,Ho,-564694,-1.20265e+06,7006
6034,M,10,student,undef,not commuting,Ho,-564694,-1.20265e+06,7006
6035,F,3,at home,undef,not commuting,Ho,-564694,-1.20265e+06,7006
6036,F,17,working,transportation,not commuting,Ho,-564791,-1.20187e+06,4383
6037,F,39,working,tradeandmoto,not commuting,Ho,-564791,-1.20187e+06,4383
6038,M,44,working,tradeandmoto,not commuting,Ho,-564791,-1.20187e+06,4383
6039,M,56,working,construction,not commuting,Ho,-563764,-1.20269e+06,8395
6040,F,59,working,industry,not commuting,Ho,-563764,-1.20269e+06,8395
6041,M,36,working,banks,not commuting,Ho,-564877,-1.20134e+06,1931
6042,F,34,at home,undef,not commuting,Ho,-564877,-1.20134e+06,1931
6043,M,0,at home,undef,not commuting,Ho,-564877,-1.20134e+06,1931
6044,M,58,working,industry,not commuting,Ho,-564239,-1.20249e+06,439
6045,F,33,working,industry,more than 90 mins,Ho,-563819,-1.20271e+06,8514
6046,F,60,retired,undef,not commuting,Ho,-564115,-1.20196e+06,1329
6047,M,7,student,undef,not commuting,Ho,-563663,-1.20281e+06,8730
6048,F,34,working,transportation,not commuting,Ho,-563663,-1.20281e+06,8730
6049,F,4,at home,undef,not commuting,Ho,-563663,-1.20281e+06,8730
6050,M,37,working,industry,not commuting,Ho,-563659,-1.20235e+06,7680
6051,F,59,working,health,not commuting,Ho,-563383,-1.20153e+06,6010
6052,M,61,retired,undef,not commuting,Ho,-563383,-1.20153e+06,6010
6053,M,28,working,industry,not commuting,Ho,-563383,-1.20153e+06,6010
6054,F,69,retired,undef,not commuting,Ho,-564818,-1.20172e+06,4446
6055,M,56,working,adminetc,not commuting,Ho,-564867,-1.20168e+06,3985
6056,F,37,at home,undef,not commuting,Ho,-563741,-1.20263e+06,8385
6057,F,16,student,undef,not commuting,Ho,-563741,-1.20263e+06,8385
6058,F,12,student,undef,not commuting,Ho,-563741,-1.20263e+06,8385
6059,M,40,at home,undef,not commuting,Ho,-563741,-1.20263e+06,8385
6060,M,35,working,adminetc,not commuting,Ho,-563680,-1.20285e+06,8770
6061,F,30,working,industry,not commuting,Ho,-564356,-1.20326e+06,9532
6062,M,2,at home,undef,not commuting,Ho,-564356,-1.20326e+06,9532
6063,M,32,working,publicsector,not commuting,Ho,-564356,-1.20326e+06,9532
6064,F,48,at home,undef,not commuting,Ho,-564694,-1.20174e+06,10265
6065,M,45,working,adminetc,15 to 30 min,Ho,-564694,-1.20174e+06,10265
6066,F,20,working,construction,not commuting,Ho,-564694,-1.20174e+06,10265
6067,F,62,retired,undef,not commuting,Ho,-563433,-1.20161e+06,5890
6068,M,43,working,industry,not commuting,Ho,-563665,-1.20195e+06,6383
6069,F,73,retired,undef,not commuting,Ho,-564056,-1.20263e+06,789
6070,F,82,retired,undef,not commuting,Ho,-563714,-1.20281e+06,8635
6071,F,71,retired,undef,not commuting,Ho,-563684,-1.19925e+06,225
6072,M,48,at home,undef,not commuting,Ho,-563684,-1.19925e+06,225
6073,M,33,at home,undef,not commuting,Ho,-564388,-1.20238e+06,489
6074,F,35,working,construction,not commuting,Ho,-564592,-1.20135e+06,10397
6075,M,32,working,industry,not commuting,Ho,-564164,-1.20303e+06,1607
6076,F,53,working,tradeandmoto,not commuting,Ho,-564164,-1.20303e+06,1607
6077,M,56,working,industry,45 to 60 mins,Ho,-564164,-1.20303e+06,1607
6078,M,25,at home,undef,not commuting,Ho,-563365,-1.20146e+06,6246
6079,F,32,working,health,not commuting,Ho,-563365,-1.20146e+06,6246
6080,F,51,working,construction,not commuting,Ho,-563365,-1.20146e+06,6246
6081,F,66,retired,undef,not commuting,Ho,-563336,-1.20152e+06,6085
6082,M,67,retired,undef,not commuting,Ho,-563796,-1.20251e+06,10104
6083,F,66,retired,undef,not commuting,Ho,-563796,-1.20251e+06,10104
6084,F,56,retired,undef,not commuting,Ho,-563987,-1.20261e+06,700
6085,F,50,at home,undef,not commuting,Ho,-565761,-1.20209e+06,6803
6086,F,41,working,construction,not commuting,Ho,-565835,-1.20176e+06,7156
6087,F,22,student,undef,not commuting,Ho,-565835,-1.20176e+06,7156
6088,M,20,at home,undef,not commuting,Ho,-565835,-1.20176e+06,7156
6089,F,14,student,undef,not commuting,Ho,-565835,-1.20176e+06,7156
6090,M,0,at home,undef,not commuting,Ho,-565835,-1.20176e+06,7156
6091,F,64,working,construction,not commuting,Ho,-563383,-1.20153e+06,6005
6092,M,68,retired,undef,not commuting,Ho,-563383,-1.20153e+06,6005
6093,F,68,retired,undef,not commuting,Ho,-563773,-1.20273e+06,8492
6094,M,71,retired,undef,not commuting,Ho,-563773,-1.20273e+06,8492
6095,M,64,retired,undef,not commuting,Ho,-564299,-1.20321e+06,5252
6096,F,65,retired,undef,not commuting,Ho,-564299,-1.20321e+06,5252
6097,M,5,at home,undef,not commuting,Ho,-563720,-1.20166e+06,6442
6098,M,32,working,health,not commuting,Ho,-563720,-1.20166e+06,6442
6099,M,10,student,undef,not commuting,Ho,-563720,-1.20166e+06,6442
6100,F,34,at home,undef,not commuting,Ho,-563720,-1.20166e+06,6442
6101,F,26,working,adminetc,not commuting,Ho,-563425,-1.20167e+06,5816
6102,M,27,at home,undef,not commuting,Ho,-563425,-1.20167e+06,5816
6103,M,68,retired,undef,not commuting,Ho,-563951,-1.20251e+06,5122
6104,F,11,student,undef,not commuting,Ho,-564296,-1.20194e+06,1670
6105,M,35,working,publicsector,not commuting,Ho,-564296,-1.20194e+06,1670
6106,F,35,at home,undef,not commuting,Ho,-564296,-1.20194e+06,1670
6107,M,9,student,undef,not commuting,Ho,-564296,-1.20194e+06,1670
6108,F,45,working,tradeandmoto,not commuting,Ho,-563614,-1.20255e+06,8049
6109,F,26,working,industry,not commuting,Ho,-563614,-1.20255e+06,8049
6110,M,53,working,industry,15 to 30 min,Ho,-563614,-1.20255e+06,8049
6111,F,54,working,adminetc,not commuting,Ho,-563963,-1.20202e+06,1085
6112,M,55,retired,undef,not commuting,Ho,-563963,-1.20202e+06,1085
6113,F,26,working,education,not commuting,Ho,-563963,-1.20202e+06,1085
6114,M,33,working,industry,not commuting,Ho,-564818,-1.20172e+06,4439
6115,M,55,working,industry,not commuting,Ho,-563803,-1.20205e+06,1120
6116,F,83,retired,undef,not commuting,Ho,-563709,-1.20268e+06,8320
6117,M,87,retired,undef,not commuting,Ho,-563709,-1.20268e+06,8320
6118,F,53,at home,undef,not commuting,Ho,-562691,-1.19903e+06,8256
6119,M,52,working,tradeandmoto,not commuting,Ho,-564737,-1.2014e+06,5065
6120,F,52,at home,undef,not commuting,Ho,-564737,-1.2014e+06,5065
6121,F,29,working,adminetc,not commuting,Ho,-564737,-1.2014e+06,5065
6122,M,58,working,education,not commuting,Ho,-564854,-1.20183e+06,4151
6123,F,70,retired,undef,not commuting,Ho,-564558,-1.2016e+06,10624
6124,M,39,working,health,not commuting,Ho,-564558,-1.2016e+06,10624
6125,F,32,working,industry,not commuting,Ho,-563796,-1.20251e+06,10036
6126,M,32,at home,undef,not commuting,Ho,-563796,-1.20251e+06,10036
6127,M,59,working,industry,15 to 30 min,Ho,-564476,-1.2028e+06,5354
6128,F,29,at home,undef,not commuting,Ho,-564476,-1.2028e+06,5354
6129,M,44,working,tradeandmoto,not commuting,Ho,-564111,-1.20198e+06,1303
6130,F,37,working,construction,not commuting,Ho,-564463,-1.20123e+06,10659
6131,M,48,at home,undef,not commuting,Ho,-563697,-1.20248e+06,7841
6132,M,65,retired,undef,not commuting,Ho,-563741,-1.20263e+06,8358
6133,F,63,retired,undef,not commuting,Ho,-563741,-1.20263e+06,8358
6134,M,51,at home,undef,not commuting,Ho,-563433,-1.20161e+06,5907
6135,F,50,working,publicsector,not commuting,Ho,-563433,-1.20161e+06,5907
6136,M,26,working,industry,not commuting,Ho,-563433,-1.20161e+06,5907
6137,F,64,retired,undef,not commuting,Ho,-563721,-1.2018e+06,6630
6138,M,67,retired,undef,not commuting,Ho,-563721,-1.2018e+06,6630
6139,F,57,working,industry,45 to 60 mins,Ho,-563644,-1.20265e+06,8855
6140,M,14,student,undef,not commuting,Ho,-565464,-1.20158e+06,3130
6141,M,56,retired,undef,not commuting,Ho,-564587,-1.20184e+06,3003
6142,F,79,retired,undef,not commuting,Ho,-563661,-1.20221e+06,7471
6143,F,91,retired,undef,not commuting,Ho,-564476,-1.2028e+06,5330
6144,M,5,at home,undef,not commuting,Ho,-564574,-1.20216e+06,864
6145,F,28,working,adminetc,not commuting,Ho,-564574,-1.20216e+06,864
6146,F,23,at home,undef,not commuting,Ho,-564015,-1.20341e+06,768
6147,M,46,working,publicsector,not commuting,Ho,-565556,-1.20195e+06,3045
6148,M,55,working,health,not commuting,Ho,-565780,-1.20203e+06,9548
6149,M,69,retired,undef,not commuting,Ho,-562957,-1.20173e+06,4858
6150,F,63,retired,undef,not commuting,Ho,-565790,-1.20225e+06,4942
6151,M,42,working,adminetc,30 to 45 mins,Ho,-565790,-1.20225e+06,4942
6152,M,58,working,it,not commuting,Ho,-564791,-1.20187e+06,4300
6153,F,57,working,industry,not commuting,Ho,-564791,-1.20187e+06,4300
6154,M,26,at home,undef,not commuting,Ho,-563826,-1.20274e+06,8558
6155,F,47,working,adminetc,not commuting,Ho,-563826,-1.20274e+06,8558
6156,M,22,at home,undef,not commuting,Ho,-563613,-1.2018e+06,5494
6157,F,44,working,publicsector,not commuting,Ho,-563613,-1.2018e+06,5494
6158,F,54,working,tradeandmoto,not commuting,Ho,-563383,-1.20153e+06,6008
6159,M,68,retired,undef,not commuting,Ho,-564966,-1.20188e+06,4220
6160,M,15,student,undef,15 to 30 min,Ho,-564239,-1.20311e+06,4723
6161,M,27,working,adminetc,not commuting,Ho,-564239,-1.20311e+06,4723
6162,M,35,working,industry,not commuting,Ho,-564488,-1.20247e+06,7401
6163,F,64,retired,undef,not commuting,Ho,-564138,-1.2019e+06,1776
6164,M,21,student,undef,not commuting,Ho,-563772,-1.20174e+06,4713
6165,F,23,working,transportation,not commuting,Ho,-563772,-1.20174e+06,4713
6166,F,39,working,industry,not commuting,Ho,-563826,-1.20274e+06,8601
6167,F,67,retired,undef,not commuting,Ho,-565835,-1.20176e+06,7161
6168,F,32,at home,undef,not commuting,Ho,-563472,-1.20175e+06,5646
6169,F,55,working,construction,15 to 30 min,Ho,-563788,-1.20227e+06,10312
6170,F,51,working,industry,not commuting,Ho,-564929,-1.2017e+06,4113
6171,F,80,retired,undef,not commuting,Ho,-565823,-1.20216e+06,8251
6172,F,49,at home,undef,not commuting,Ho,-565603,-1.20173e+06,2388
6173,M,18,working,transportation,not commuting,Ho,-563773,-1.20273e+06,8441
6174,M,15,student,undef,not commuting,Ho,-563773,-1.20273e+06,8441
6175,M,40,working,health,not commuting,Ho,-563773,-1.20273e+06,8441
6176,F,37,working,tradeandmoto,30 to 45 mins,Ho,-563773,-1.20273e+06,8441
6177,F,35,working,industry,not commuting,Ho,-563614,-1.20255e+06,8057
6178,M,16,student,undef,not commuting,Ho,-563614,-1.20255e+06,8057
6179,M,33,working,industry,not commuting,Ho,-563614,-1.20255e+06,8057
6180,M,4,at home,undef,not commuting,Ho,-563614,-1.20255e+06,8057
6181,M,37,working,industry,not commuting,Ho,-563659,-1.20235e+06,7713
6182,M,50,working,industry,45 to 60 mins,Ho,-563901,-1.20264e+06,9598
6183,M,14,student,undef,not commuting,Ho,-563901,-1.20264e+06,9598
6184,F,36,at home,undef,not commuting,Ho,-563901,-1.20264e+06,9598
6185,F,41,working,education,not commuting,Ho,-563665,-1.20195e+06,6399
6186,F,29,working,industry,not commuting,Ho,-564239,-1.20311e+06,4718
6187,F,8,student,undef,not commuting,Ho,-564239,-1.20311e+06,4718
6188,F,10,student,undef,not commuting,Ho,-564239,-1.20311e+06,4718
6189,M,41,working,banks,not commuting,Ho,-564239,-1.20311e+06,4718
6190,M,32,working,eatinghousing,not commuting,Ho,-564628,-1.20234e+06,6964
6191,F,66,retired,undef,not commuting,Ho,-564628,-1.20234e+06,6964
6192,M,42,working,transportation,60 to 90 mins,Ho,-564710,-1.20222e+06,1298
6193,F,15,student,undef,30 to 45 mins,Ho,-564710,-1.20222e+06,1298
6194,F,42,at home,undef,not commuting,Ho,-564710,-1.20222e+06,1298
6195,F,60,retired,undef,not commuting,Ho,-563767,-1.20298e+06,9421
6196,M,61,working,education,not commuting,Ho,-563767,-1.20298e+06,9421
6197,M,26,working,transportation,not commuting,Ho,-563767,-1.20298e+06,9421
6198,M,63,retired,undef,not commuting,Ho,-564265,-1.20192e+06,4618
6199,F,60,retired,undef,not commuting,Ho,-564265,-1.20192e+06,4618
6200,F,56,retired,undef,not commuting,Ho,-564664,-1.20249e+06,1427
6201,M,60,retired,undef,not commuting,Ho,-564664,-1.20249e+06,1427
6202,F,33,at home,undef,not commuting,Ho,-564664,-1.20249e+06,1427
6203,F,31,at home,undef,not commuting,Ho,-563871,-1.2024e+06,10030
6204,M,31,working,publicsector,not commuting,Ho,-563871,-1.2024e+06,10030
6205,F,8,student,undef,not commuting,Ho,-563871,-1.2024e+06,10030
6206,M,0,at home,undef,not commuting,Ho,-563871,-1.2024e+06,10030
6207,F,30,working,health,not commuting,Ho,-564891,-1.20162e+06,3916
6208,M,34,working,publicsector,not commuting,Ho,-564891,-1.20162e+06,3916
6209,F,11,student,undef,not commuting,Ho,-564891,-1.20162e+06,3916
6210,F,54,working,industry,not commuting,Ho,-563741,-1.20263e+06,8371
6211,M,59,working,tradeandmoto,not commuting,Ho,-563741,-1.20263e+06,8371
6212,M,66,retired,undef,not commuting,Ho,-565680,-1.20202e+06,3282
6213,F,60,retired,undef,not commuting,Ho,-565680,-1.20202e+06,3282
6214,M,66,retired,undef,not commuting,Ho,-563773,-1.20273e+06,8481
6215,F,56,retired,undef,not commuting,Ho,-563773,-1.20273e+06,8481
6216,F,55,working,education,not commuting,Ho,-563199,-1.20161e+06,6938
6217,M,32,working,tradeandmoto,60 to 90 mins,Ho,-563199,-1.20161e+06,6938
6218,M,54,working,tradeandmoto,not commuting,Ho,-563199,-1.20161e+06,6938
6219,M,44,working,industry,30 to 45 mins,Ho,-563383,-1.20153e+06,6046
6220,M,71,retired,undef,not commuting,Ho,-563383,-1.20153e+06,6046
6221,F,67,retired,undef,not commuting,Ho,-563383,-1.20153e+06,6046
6222,M,52,at home,undef,not commuting,Ho,-564688,-1.20184e+06,1441
6223,F,24,student,undef,not commuting,Ho,-564688,-1.20184e+06,1441
6224,F,45,working,publicsector,not commuting,Ho,-564688,-1.20184e+06,1441
6225,M,24,student,undef,not commuting,Ho,-564688,-1.20184e+06,1441
6226,F,36,working,health,45 to 60 mins,Ho,-563796,-1.20251e+06,10052
6227,M,39,at home,undef,not commuting,Ho,-563796,-1.20251e+06,10052
6228,M,3,at home,undef,not commuting,Ho,-563796,-1.20251e+06,10052
6229,M,3,at home,undef,not commuting,Ho,-564335,-1.20169e+06,6947
6230,F,34,working,tradeandmoto,not commuting,Ho,-564335,-1.20169e+06,6947
6231,F,10,student,undef,not commuting,Ho,-564335,-1.20169e+06,6947
6232,M,32,working,tradeandmoto,not commuting,Ho,-564335,-1.20169e+06,6947
6233,M,48,working,education,not commuting,Ho,-564121,-1.20186e+06,1185
6234,F,44,at home,undef,not commuting,Ho,-564121,-1.20186e+06,1185
6235,F,51,working,industry,not commuting,Ho,-563521,-1.20176e+06,5603
6236,F,18,student,undef,not commuting,Ho,-563521,-1.20176e+06,5603
6237,M,32,at home,undef,not commuting,Ho,-563521,-1.20176e+06,5603
6238,M,22,student,undef,15 to 30 min,Ho,-563521,-1.20176e+06,5603
6239,M,49,working,banks,not commuting,Ho,-563521,-1.20176e+06,5603
6240,F,25,at home,undef,not commuting,Ho,-563980,-1.20268e+06,241
6241,F,19,working,industry,not commuting,Ho,-563773,-1.20301e+06,9363
6242,M,47,at home,undef,not commuting,Ho,-563773,-1.20301e+06,9363
6243,F,22,at home,undef,not commuting,Ho,-563773,-1.20301e+06,9363
6244,F,42,working,industry,not commuting,Ho,-563773,-1.20301e+06,9363
6245,F,72,retired,undef,not commuting,Ho,-564511,-1.20229e+06,10138
6246,M,75,retired,undef,not commuting,Ho,-564511,-1.20229e+06,10138
6247,F,37,working,tradeandmoto,not commuting,Ho,-563938,-1.20204e+06,1848
6248,F,87,retired,undef,not commuting,Ho,-563938,-1.20204e+06,1848
6249,M,19,working,industry,not commuting,Ho,-563938,-1.20204e+06,1848
6250,F,18,student,undef,not commuting,Ho,-565539,-1.20206e+06,2919
6251,F,45,at home,undef,not commuting,Ho,-565539,-1.20206e+06,2919
6252,M,46,working,transportation,not commuting,Ho,-565203,-1.2016e+06,4709
6253,M,25,working,education,not commuting,Ho,-564991,-1.2018e+06,4047
6254,F,29,at home,undef,not commuting,Ho,-564991,-1.2018e+06,4047
6255,F,56,retired,undef,not commuting,Ho,-564991,-1.2018e+06,4047
6256,M,16,student,undef,not commuting,Ho,-564303,-1.20224e+06,836
6257,F,46,at home,undef,not commuting,Ho,-564303,-1.20224e+06,836
6258,M,42,working,banks,not commuting,Ho,-564303,-1.20224e+06,836
6259,F,56,retired,undef,not commuting,Ho,-564558,-1.2016e+06,10626
6260,F,62,retired,undef,not commuting,Ho,-564038,-1.20192e+06,3797
6261,M,64,retired,undef,not commuting,Ho,-564038,-1.20192e+06,3797
6262,F,30,working,industry,not commuting,Ho,-564309,-1.20182e+06,1056
6263,M,70,retired,undef,not commuting,Ho,-564309,-1.20182e+06,1056
6264,M,32,at home,undef,not commuting,Ho,-564309,-1.20182e+06,1056
6265,F,34,at home,undef,not commuting,Ho,-563613,-1.2018e+06,5545
6266,M,14,student,undef,not commuting,Ho,-563613,-1.2018e+06,5545
6267,M,36,working,tradeandmoto,not commuting,Ho,-563613,-1.2018e+06,5545
6268,F,5,at home,undef,not commuting,Ho,-563613,-1.2018e+06,5545
6269,M,48,working,transportation,not commuting,Ho,-563616,-1.20226e+06,7648
6270,F,46,working,eatinghousing,not commuting,Ho,-563616,-1.20226e+06,7648
6271,M,21,student,undef,not commuting,Ho,-563616,-1.20226e+06,7648
6272,M,76,retired,undef,not commuting,Ho,-564791,-1.20187e+06,4378
6273,F,71,retired,undef,not commuting,Ho,-564791,-1.20187e+06,4378
6274,M,18,working,industry,not commuting,Ho,-565624,-1.202e+06,3392
6275,F,92,retired,undef,not commuting,Ho,-565624,-1.202e+06,3392
6276,F,37,working,eatinghousing,not commuting,Ho,-565624,-1.202e+06,3392
6277,F,3,at home,undef,not commuting,Ho,-565624,-1.202e+06,3392
6278,F,34,working,construction,not commuting,Ho,-564204,-1.20295e+06,1813
6279,F,88,retired,undef,not commuting,Ho,-564204,-1.20295e+06,1813
6280,M,6,student,undef,not commuting,Ho,-564204,-1.20295e+06,1813
6281,M,1,at home,undef,not commuting,Ho,-564204,-1.20295e+06,1813
6282,F,37,working,industry,not commuting,Ho,-564138,-1.2019e+06,1771
6283,M,10,student,undef,not commuting,Ho,-564138,-1.2019e+06,1771
6284,F,49,working,health,not commuting,Ho,-563816,-1.20192e+06,2097
6285,F,69,retired,undef,not commuting,Ho,-563816,-1.20192e+06,2097
6286,F,36,working,health,not commuting,Ho,-566003,-1.20216e+06,2012
6287,F,16,student,undef,not commuting,Ho,-566003,-1.20216e+06,2012
6288,M,2,at home,undef,not commuting,Ho,-566003,-1.20216e+06,2012
6289,F,52,working,adminetc,not commuting,Ho,-563826,-1.20274e+06,8573
6290,M,55,working,banks,60 to 90 mins,Ho,-564117,-1.20223e+06,437
6291,F,50,working,industry,not commuting,Ho,-564117,-1.20223e+06,437
6292,F,22,working,industry,not commuting,Ho,-565527,-1.20179e+06,2356
6293,F,1,at home,undef,not commuting,Ho,-563827,-1.20261e+06,9881
6294,F,34,working,eatinghousing,not commuting,Ho,-563827,-1.20261e+06,9881
6295,M,13,student,undef,not commuting,Ho,-563712,-1.2029e+06,9073
6296,F,2,at home,undef,not commuting,Ho,-563712,-1.2029e+06,9073
6297,F,37,at home,undef,not commuting,Ho,-563712,-1.2029e+06,9073
6298,F,71,retired,undef,not commuting,Ho,-563819,-1.20271e+06,8525
6299,F,49,at home,undef,not commuting,Ho,-563989,-1.20359e+06,10032
6300,M,27,working,education,not commuting,Ho,-563663,-1.20281e+06,8761
6301,M,23,student,undef,60 to 90 mins,Ho,-565603,-1.20173e+06,2377
6302,F,49,working,industry,not commuting,Ho,-565603,-1.20173e+06,2377
6303,M,52,working,publicsector,not commuting,Ho,-565798,-1.20175e+06,7132
6304,M,44,working,industry,15 to 30 min,Ho,-565798,-1.20175e+06,7132
6305,F,35,at home,undef,not commuting,Ho,-563096,-1.20171e+06,855
6306,F,9,student,undef,not commuting,Ho,-563096,-1.20171e+06,855
6307,F,10,student,undef,not commuting,Ho,-563336,-1.20152e+06,6137
6308,F,40,working,industry,not commuting,Ho,-563336,-1.20152e+06,6137
6309,M,17,student,undef,not commuting,Ho,-563336,-1.20152e+06,6137
6310,F,33,at home,undef,not commuting,Ho,-565843,-1.20173e+06,7187
6311,M,32,working,industry,not commuting,Ho,-565843,-1.20173e+06,7187
6312,M,30,working,health,not commuting,Ho,-563079,-1.20175e+06,1512
6313,F,28,working,education,60 to 90 mins,Ho,-563079,-1.20175e+06,1512
6314,M,4,at home,undef,not commuting,Ho,-563079,-1.20175e+06,1512
6315,M,37,working,health,not commuting,Ho,-564444,-1.20222e+06,3078
6316,M,72,retired,undef,not commuting,Ho,-563383,-1.20153e+06,6016
6317,F,75,retired,undef,not commuting,Ho,-563383,-1.20153e+06,6016
