id,sex, age, ecactivity, worktype, commutetime, town, x, y, apartment
13816,F,52,at home,undef,not commuting,Ho,-564313,-1.20225e+06,839
13817,M,31,at home,undef,not commuting,Ho,-563775,-1.20191e+06,2153
13818,F,65,retired,undef,not commuting,Ho,-563378,-1.20159e+06,5931
13819,F,19,at home,undef,not commuting,Ho,-563378,-1.20159e+06,5931
13820,F,39,working,industry,not commuting,Ho,-563378,-1.20159e+06,5931
13821,F,33,working,industry,not commuting,Ho,-563700,-1.20264e+06,8275
13822,M,3,at home,undef,not commuting,Ho,-563700,-1.20264e+06,8275
13823,F,0,at home,undef,not commuting,Ho,-563700,-1.20264e+06,8275
13824,M,29,working,education,not commuting,Ho,-563700,-1.20264e+06,8275
13825,M,24,at home,undef,not commuting,Ho,-563611,-1.2024e+06,7858
13826,M,54,working,industry,not commuting,Ho,-563611,-1.2024e+06,7858
13827,F,53,working,health,not commuting,Ho,-563611,-1.2024e+06,7858
13828,M,59,retired,undef,not commuting,Ho,-565647,-1.20182e+06,3374
13829,F,53,at home,undef,not commuting,Ho,-565647,-1.20182e+06,3374
13830,F,74,retired,undef,not commuting,Ho,-564059,-1.20205e+06,1121
13831,M,72,retired,undef,not commuting,Ho,-564059,-1.20205e+06,1121
13832,F,88,retired,undef,not commuting,Ho,-565464,-1.20175e+06,2606
13833,F,79,retired,undef,not commuting,Ho,-563767,-1.20298e+06,9447
13834,M,85,retired,undef,not commuting,Ho,-563767,-1.20298e+06,9447
13835,F,3,at home,undef,not commuting,Ho,-563679,-1.20256e+06,7982
13836,M,8,student,undef,not commuting,Ho,-563679,-1.20256e+06,7982
13837,F,34,working,transportation,not commuting,Ho,-563679,-1.20256e+06,7982
13838,M,34,working,construction,not commuting,Ho,-563679,-1.20256e+06,7982
13839,F,66,retired,undef,not commuting,Ho,-565965,-1.20408e+06,515
13840,F,45,at home,undef,not commuting,Ho,-563336,-1.20152e+06,6090
13841,M,51,working,industry,30 to 45 mins,Ho,-563336,-1.20152e+06,6090
13842,F,28,working,publicsector,not commuting,Ho,-563336,-1.20152e+06,6090
13843,M,44,working,eatinghousing,not commuting,Ho,-563644,-1.20265e+06,8816
13844,F,40,working,industry,not commuting,Ho,-563644,-1.20265e+06,8816
13845,F,17,working,tradeandmoto,not commuting,Ho,-563644,-1.20265e+06,8816
13846,M,21,student,undef,not commuting,Ho,-563644,-1.20265e+06,8816
13847,F,11,student,undef,not commuting,Ho,-563425,-1.20167e+06,5822
13848,F,31,working,transportation,more than 90 mins,Ho,-563425,-1.20167e+06,5822
13849,F,36,at home,undef,not commuting,Ho,-563819,-1.20271e+06,8543
13850,M,37,working,industry,not commuting,Ho,-563819,-1.20271e+06,8543
13851,F,57,working,transportation,not commuting,Ho,-564214,-1.20258e+06,422
13852,M,51,working,transportation,not commuting,Ho,-565830,-1.20221e+06,4976
13853,F,51,working,publicsector,not commuting,Ho,-565830,-1.20221e+06,4976
13854,M,25,working,adminetc,45 to 60 mins,Ho,-565566,-1.20182e+06,2311
13855,F,26,working,industry,not commuting,Ho,-565566,-1.20182e+06,2311
13856,F,50,working,industry,not commuting,Ho,-565566,-1.20182e+06,2311
13857,F,13,student,undef,not commuting,Ho,-563773,-1.20273e+06,8503
13858,M,43,working,it,not commuting,Ho,-563773,-1.20273e+06,8503
13859,F,14,student,undef,not commuting,Ho,-563773,-1.20273e+06,8503
13860,F,39,at home,undef,not commuting,Ho,-563773,-1.20273e+06,8503
13861,M,63,retired,undef,not commuting,Ho,-565586,-1.20189e+06,3350
13862,F,65,retired,undef,not commuting,Ho,-565586,-1.20189e+06,3350
13863,F,59,retired,undef,not commuting,Ho,-565830,-1.20221e+06,5021
13864,M,62,retired,undef,not commuting,Ho,-565830,-1.20221e+06,5021
13865,F,88,retired,undef,not commuting,Ho,-565830,-1.20221e+06,5021
13866,F,60,retired,undef,not commuting,Ho,-563263,-1.20164e+06,6921
13867,M,75,retired,undef,not commuting,Ho,-563838,-1.20204e+06,907
13868,F,67,retired,undef,not commuting,Ho,-563838,-1.20204e+06,907
13869,M,43,working,industry,15 to 30 min,Ho,-563696,-1.20232e+06,7591
13870,F,18,student,undef,not commuting,Ho,-563696,-1.20232e+06,7591
13871,M,17,student,undef,not commuting,Ho,-563696,-1.20232e+06,7591
13872,F,39,at home,undef,not commuting,Ho,-563696,-1.20232e+06,7591
13873,M,48,working,industry,not commuting,Ho,-564917,-1.20184e+06,4197
13874,M,16,working,transportation,not commuting,Ho,-564917,-1.20184e+06,4197
13875,F,48,working,industry,not commuting,Ho,-564917,-1.20184e+06,4197
13876,F,70,retired,undef,not commuting,Ho,-563003,-1.20179e+06,7368
13877,F,64,retired,undef,not commuting,Ho,-563365,-1.20146e+06,6221
13878,M,66,retired,undef,not commuting,Ho,-563365,-1.20146e+06,6221
13879,F,70,retired,undef,not commuting,Ho,-564913,-1.20156e+06,3855
13880,M,72,retired,undef,not commuting,Ho,-564913,-1.20156e+06,3855
13881,M,46,working,transportation,not commuting,Ho,-562821,-1.20165e+06,4828
13882,F,45,working,tradeandmoto,not commuting,Ho,-562821,-1.20165e+06,4828
13883,F,39,working,industry,not commuting,Ho,-563735,-1.20289e+06,9033
13884,M,20,at home,undef,not commuting,Ho,-563735,-1.20289e+06,9033
13885,F,42,working,construction,not commuting,Ho,-564891,-1.20162e+06,3878
13886,F,19,at home,undef,not commuting,Ho,-564891,-1.20162e+06,3878
13887,M,44,working,construction,not commuting,Ho,-564891,-1.20162e+06,3878
13888,M,20,student,undef,not commuting,Ho,-564891,-1.20162e+06,3878
13889,F,17,student,undef,15 to 30 min,Ho,-564288,-1.20326e+06,8154
13890,F,47,working,industry,not commuting,Ho,-564288,-1.20326e+06,8154
13891,M,64,retired,undef,not commuting,Ho,-565688,-1.20215e+06,8991
13892,F,38,working,industry,not commuting,Ho,-563383,-1.20153e+06,6008
13893,M,17,student,undef,60 to 90 mins,Ho,-563383,-1.20153e+06,6008
13894,M,39,at home,undef,not commuting,Ho,-563383,-1.20153e+06,6008
13895,M,14,student,undef,not commuting,Ho,-563383,-1.20153e+06,6008
13896,M,46,working,industry,60 to 90 mins,Ho,-564791,-1.20187e+06,4357
13897,M,35,working,banks,15 to 30 min,Ho,-564791,-1.20187e+06,4357
13898,F,49,working,education,not commuting,Ho,-564791,-1.20187e+06,4357
13899,M,26,working,tradeandmoto,less than 15min,Ho,-565381,-1.20158e+06,2648
13900,F,55,retired,undef,not commuting,Ho,-565381,-1.20158e+06,2648
13901,M,42,working,adminetc,less than 15min,Ho,-564867,-1.20168e+06,3990
13902,F,35,working,industry,not commuting,Ho,-565574,-1.20211e+06,3450
13903,M,28,working,health,not commuting,Ho,-562673,-1.19906e+06,4545
13904,F,59,retired,undef,not commuting,Ho,-562673,-1.19906e+06,4545
13905,F,13,student,undef,not commuting,Ho,-562673,-1.19906e+06,4545
13906,M,58,retired,undef,not commuting,Ho,-562673,-1.19906e+06,4545
13907,F,22,student,undef,not commuting,Ho,-562673,-1.19906e+06,4545
13908,F,1,at home,undef,not commuting,Ho,-562673,-1.19906e+06,4545
13909,F,6,student,undef,not commuting,Ho,-562673,-1.19906e+06,4545
13910,M,25,at home,undef,not commuting,Ho,-562673,-1.19906e+06,4545
13911,F,34,working,adminetc,not commuting,Ho,-562673,-1.19906e+06,4545
13912,F,62,retired,undef,not commuting,Ho,-564891,-1.20162e+06,3944
13913,M,61,retired,undef,not commuting,Ho,-564891,-1.20162e+06,3944
13914,F,44,working,publicsector,15 to 30 min,Ho,-563773,-1.20273e+06,8469
13915,M,23,student,undef,not commuting,Ho,-563773,-1.20273e+06,8469
13916,M,2,at home,undef,not commuting,Ho,-563773,-1.20273e+06,8469
13917,F,20,at home,undef,not commuting,Ho,-563773,-1.20273e+06,8469
13918,M,67,retired,undef,not commuting,Ho,-563943,-1.20262e+06,9797
13919,F,25,at home,undef,not commuting,Ho,-563943,-1.20262e+06,9797
13920,M,45,working,industry,not commuting,Ho,-563613,-1.2018e+06,5497
13921,F,11,student,undef,not commuting,Ho,-563613,-1.2018e+06,5497
13922,M,14,student,undef,not commuting,Ho,-563613,-1.2018e+06,5497
13923,F,38,at home,undef,not commuting,Ho,-563613,-1.2018e+06,5497
13924,F,55,retired,undef,not commuting,Ho,-563433,-1.20161e+06,5906
13925,M,63,retired,undef,not commuting,Ho,-563433,-1.20161e+06,5906
13926,F,82,retired,undef,not commuting,Ho,-563433,-1.20161e+06,5906
13927,F,30,working,industry,not commuting,Ho,-563433,-1.20161e+06,5906
13928,M,45,working,industry,15 to 30 min,Ho,-565799,-1.2023e+06,6757
13929,F,89,retired,undef,not commuting,Ho,-565799,-1.2023e+06,6757
13930,M,17,student,undef,15 to 30 min,Ho,-565331,-1.20165e+06,2759
13931,F,46,working,industry,not commuting,Ho,-565331,-1.20165e+06,2759
13932,M,11,student,undef,not commuting,Ho,-565331,-1.20165e+06,2759
13933,F,62,retired,undef,not commuting,Ho,-563058,-1.20172e+06,10027
13934,M,26,working,tradeandmoto,not commuting,Ho,-563058,-1.20172e+06,10027
13935,F,42,working,transportation,not commuting,Ho,-564454,-1.20258e+06,7412
13936,M,19,student,undef,15 to 30 min,Ho,-564454,-1.20258e+06,7412
13937,M,49,at home,undef,not commuting,Ho,-564454,-1.20258e+06,7412
13938,F,21,student,undef,not commuting,Ho,-564454,-1.20258e+06,7412
13939,M,19,working,industry,not commuting,Ho,-564454,-1.20258e+06,7412
13940,F,78,retired,undef,not commuting,Ho,-563988,-1.20194e+06,1119
13941,M,87,working,tradeandmoto,less than 15min,Ho,-563988,-1.20194e+06,1119
13942,M,58,working,industry,30 to 45 mins,Ho,-563679,-1.20256e+06,7966
13943,F,60,retired,undef,not commuting,Ho,-563679,-1.20256e+06,7966
13944,F,32,at home,undef,not commuting,Ho,-563679,-1.20256e+06,7966
13945,M,38,working,industry,less than 15min,Ho,-563679,-1.20256e+06,7966
13946,M,27,working,agriculture,not commuting,Ho,-563943,-1.20262e+06,9786
13947,F,23,student,undef,not commuting,Ho,-563943,-1.20262e+06,9786
13948,M,35,at home,undef,not commuting,Ho,-563943,-1.20262e+06,9786
13949,F,36,working,adminetc,less than 15min,Ho,-564085,-1.20224e+06,750
13950,F,11,student,undef,not commuting,Ho,-564085,-1.20224e+06,750
13951,M,19,at home,undef,not commuting,Ho,-565233,-1.20174e+06,2842
13952,F,42,working,publicsector,not commuting,Ho,-565233,-1.20174e+06,2842
13953,M,14,student,undef,not commuting,Ho,-563696,-1.20232e+06,7568
13954,F,1,at home,undef,not commuting,Ho,-563696,-1.20232e+06,7568
13955,M,43,working,education,not commuting,Ho,-563696,-1.20232e+06,7568
13956,F,39,working,health,not commuting,Ho,-563696,-1.20232e+06,7568
13957,M,4,at home,undef,not commuting,Ho,-563378,-1.20159e+06,5977
13958,M,37,working,education,not commuting,Ho,-563378,-1.20159e+06,5977
13959,F,33,working,eatinghousing,not commuting,Ho,-563378,-1.20159e+06,5977
13960,M,1,at home,undef,not commuting,Ho,-563378,-1.20159e+06,5977
13961,M,63,working,education,15 to 30 min,Ho,-565566,-1.20182e+06,2314
13962,F,56,retired,undef,not commuting,Ho,-565566,-1.20182e+06,2314
13963,M,34,working,industry,not commuting,Ho,-565566,-1.20182e+06,2314
13964,M,45,at home,undef,not commuting,Ho,-564029,-1.20325e+06,10717
13965,M,47,at home,undef,not commuting,Ho,-564558,-1.20289e+06,213
13966,F,75,retired,undef,not commuting,Ho,-565780,-1.20203e+06,9551
13967,M,46,working,transportation,less than 15min,Ho,-565780,-1.20203e+06,9551
13968,M,53,working,industry,not commuting,Ho,-565780,-1.20203e+06,9551
13969,F,69,retired,undef,not commuting,Ho,-563644,-1.20265e+06,8840
13970,F,66,working,adminetc,not commuting,Ho,-565603,-1.20173e+06,2387
13971,M,58,working,tradeandmoto,not commuting,Ho,-564175,-1.20233e+06,1181
13972,M,66,retired,undef,not commuting,Ho,-565203,-1.2016e+06,4690
13973,M,42,working,industry,not commuting,Ho,-563663,-1.20281e+06,8700
13974,F,13,student,undef,not commuting,Ho,-564334,-1.20326e+06,9515
13975,M,46,working,industry,not commuting,Ho,-564334,-1.20326e+06,9515
13976,F,47,working,industry,not commuting,Ho,-564334,-1.20326e+06,9515
13977,F,27,working,health,not commuting,Ho,-564334,-1.20326e+06,9515
13978,F,71,retired,undef,not commuting,Ho,-563741,-1.20305e+06,9245
13979,M,75,retired,undef,not commuting,Ho,-563741,-1.20305e+06,9245
13980,F,1,at home,undef,not commuting,Ho,-563336,-1.20152e+06,6118
13981,F,35,working,transportation,not commuting,Ho,-563336,-1.20152e+06,6118
13982,M,55,working,industry,not commuting,Ho,-564299,-1.20321e+06,5242
13983,F,33,working,construction,not commuting,Ho,-564791,-1.20187e+06,4370
13984,F,73,retired,undef,not commuting,Ho,-564131,-1.20192e+06,1479
13985,F,62,retired,undef,not commuting,Ho,-563720,-1.20166e+06,6421
13986,F,19,at home,undef,not commuting,Ho,-565111,-1.20165e+06,10221
13987,F,49,working,industry,not commuting,Ho,-565111,-1.20165e+06,10221
13988,M,43,working,industry,not commuting,Ho,-563739,-1.20191e+06,4577
13989,M,14,student,undef,not commuting,Ho,-563796,-1.20251e+06,10098
13990,M,17,student,undef,not commuting,Ho,-563796,-1.20251e+06,10098
13991,M,54,working,education,not commuting,Ho,-564174,-1.20195e+06,1541
13992,F,59,retired,undef,not commuting,Ho,-563897,-1.20213e+06,1335
13993,M,33,working,tradeandmoto,not commuting,Ho,-563897,-1.20213e+06,1335
13994,M,69,retired,undef,not commuting,Ho,-563897,-1.20213e+06,1335
13995,F,78,retired,undef,not commuting,Ho,-563687,-1.2019e+06,6330
13996,F,50,working,transportation,not commuting,Ho,-563687,-1.2019e+06,6330
13997,M,45,working,industry,not commuting,Ho,-563687,-1.2019e+06,6330
13998,F,71,working,eatinghousing,not commuting,Ho,-563943,-1.20262e+06,9823
13999,F,82,retired,undef,not commuting,Ho,-563943,-1.20262e+06,9823
14000,F,27,at home,undef,not commuting,Ho,-564288,-1.20326e+06,8146
14001,F,36,at home,undef,not commuting,Ho,-563696,-1.20232e+06,7556
14002,F,7,student,undef,not commuting,Ho,-563696,-1.20232e+06,7556
14003,M,37,working,industry,not commuting,Ho,-563696,-1.20232e+06,7556
14004,M,54,working,industry,not commuting,Ho,-564021,-1.20204e+06,1071
14005,M,49,working,industry,not commuting,Ho,-562521,-1.19947e+06,7097
14006,M,52,working,transportation,not commuting,Ho,-562521,-1.19947e+06,7097
14007,M,35,working,industry,not commuting,Ho,-562521,-1.19947e+06,7097
14008,M,52,working,health,not commuting,Ho,-562521,-1.19947e+06,7097
14009,M,51,working,health,not commuting,Ho,-563683,-1.20242e+06,7749
14010,F,53,working,health,not commuting,Ho,-563683,-1.20242e+06,7749
14011,M,22,at home,undef,not commuting,Ho,-563683,-1.20242e+06,7749
14012,M,24,student,undef,not commuting,Ho,-563683,-1.20242e+06,7749
14013,F,62,retired,undef,not commuting,Ho,-563653,-1.2025e+06,7959
14014,F,26,at home,undef,not commuting,Ho,-564558,-1.2016e+06,10630
14015,M,50,working,banks,not commuting,Ho,-564558,-1.2016e+06,10630
14016,F,49,working,eatinghousing,not commuting,Ho,-564558,-1.2016e+06,10630
14017,M,52,working,transportation,not commuting,Ho,-564628,-1.20234e+06,6960
14018,F,53,working,publicsector,not commuting,Ho,-564376,-1.20171e+06,1053
14019,M,55,retired,undef,not commuting,Ho,-564376,-1.20171e+06,1053
14020,F,67,retired,undef,not commuting,Ho,-565512,-1.20196e+06,2232
14021,M,69,retired,undef,not commuting,Ho,-563819,-1.20271e+06,8507
14022,F,67,retired,undef,not commuting,Ho,-563819,-1.20271e+06,8507
14023,F,18,student,undef,not commuting,Ho,-563943,-1.20262e+06,9794
14024,M,43,at home,undef,not commuting,Ho,-563943,-1.20262e+06,9794
14025,M,8,student,undef,not commuting,Ho,-563943,-1.20262e+06,9794
14026,F,58,retired,undef,not commuting,Ho,-563943,-1.20262e+06,9794
14027,F,40,at home,undef,not commuting,Ho,-563943,-1.20262e+06,9794
14028,M,20,student,undef,45 to 60 mins,Ho,-563943,-1.20262e+06,9794
14029,F,66,retired,undef,not commuting,Ho,-563644,-1.20265e+06,8837
14030,F,77,retired,undef,not commuting,Ho,-563679,-1.20256e+06,7997
14031,M,46,working,industry,not commuting,Ho,-564569,-1.20217e+06,229
14032,M,19,working,eatinghousing,not commuting,Ho,-564569,-1.20217e+06,229
14033,F,42,working,industry,not commuting,Ho,-564569,-1.20217e+06,229
14034,M,22,at home,undef,not commuting,Ho,-564569,-1.20217e+06,229
14035,M,32,working,publicsector,not commuting,Ho,-565688,-1.20215e+06,8975
14036,M,57,retired,undef,not commuting,Ho,-563383,-1.20153e+06,6051
14037,F,56,working,industry,not commuting,Ho,-563383,-1.20153e+06,6051
14038,M,43,working,industry,not commuting,Ho,-563665,-1.20195e+06,6358
14039,M,16,working,eatinghousing,not commuting,Ho,-563665,-1.20195e+06,6358
14040,F,40,working,industry,not commuting,Ho,-563665,-1.20195e+06,6358
14041,F,19,student,undef,less than 15min,Ho,-563665,-1.20195e+06,6358
14042,F,25,at home,undef,not commuting,Ho,-564131,-1.20192e+06,1483
14043,M,27,working,industry,not commuting,Ho,-564131,-1.20192e+06,1483
14044,M,51,working,industry,not commuting,Ho,-563681,-1.20225e+06,7525
14045,F,47,at home,undef,not commuting,Ho,-563681,-1.20225e+06,7525
14046,M,21,student,undef,not commuting,Ho,-563681,-1.20225e+06,7525
14047,M,27,working,education,not commuting,Ho,-565967,-1.2021e+06,2022
14048,M,33,working,publicsector,not commuting,Ho,-565967,-1.2021e+06,2022
14049,F,58,retired,undef,not commuting,Ho,-565967,-1.2021e+06,2022
14050,M,42,at home,undef,not commuting,Ho,-565411,-1.20174e+06,2453
14051,F,17,student,undef,not commuting,Ho,-564138,-1.2019e+06,1774
14052,M,47,at home,undef,not commuting,Ho,-564138,-1.2019e+06,1774
14053,M,34,at home,undef,not commuting,Ho,-564168,-1.20233e+06,1015
14054,F,79,retired,undef,not commuting,Ho,-563644,-1.20265e+06,8849
14055,F,29,at home,undef,not commuting,Ho,-564327,-1.20217e+06,732
14056,F,63,retired,undef,not commuting,Ho,-564066,-1.2023e+06,730
14057,M,66,retired,undef,not commuting,Ho,-564066,-1.2023e+06,730
14058,F,55,retired,undef,not commuting,Ho,-564215,-1.20194e+06,1411
14059,M,61,retired,undef,not commuting,Ho,-564215,-1.20194e+06,1411
14060,F,5,at home,undef,not commuting,Ho,-564215,-1.20194e+06,1411
14061,M,27,at home,undef,not commuting,Ho,-564215,-1.20194e+06,1411
14062,F,24,at home,undef,not commuting,Ho,-564215,-1.20194e+06,1411
14063,M,36,working,eatinghousing,not commuting,Ho,-563949,-1.20201e+06,10759
14064,F,35,at home,undef,not commuting,Ho,-563949,-1.20201e+06,10759
14065,F,15,student,undef,not commuting,Ho,-564476,-1.2028e+06,5323
14066,F,16,working,industry,not commuting,Ho,-564476,-1.2028e+06,5323
14067,M,23,working,construction,not commuting,Ho,-563925,-1.20199e+06,880
14068,M,59,working,industry,not commuting,Ho,-563925,-1.20199e+06,880
14069,F,58,working,health,not commuting,Ho,-563925,-1.20199e+06,880
14070,M,46,working,education,not commuting,Ho,-564038,-1.20209e+06,6655
14071,F,69,retired,undef,not commuting,Ho,-564038,-1.20209e+06,6655
14072,F,15,student,undef,30 to 45 mins,Ho,-564038,-1.20209e+06,6655
14073,M,48,working,agriculture,not commuting,Ho,-564038,-1.20209e+06,6655
14074,F,75,retired,undef,not commuting,Ho,-564917,-1.20184e+06,4194
14075,F,49,working,industry,not commuting,Ho,-564917,-1.20184e+06,4194
14076,F,60,working,transportation,not commuting,Ho,-565256,-1.20168e+06,2826
14077,M,85,retired,undef,not commuting,Ho,-565344,-1.20178e+06,3266
14078,F,85,retired,undef,not commuting,Ho,-565344,-1.20178e+06,3266
14079,M,46,at home,undef,not commuting,Ho,-565303,-1.20162e+06,2742
14080,M,24,at home,undef,not commuting,Ho,-564016,-1.20336e+06,10266
14081,F,72,retired,undef,not commuting,Ho,-564229,-1.20191e+06,4765
14082,F,83,retired,undef,not commuting,Ho,-563901,-1.20264e+06,9610
14083,F,20,at home,undef,not commuting,Ho,-563824,-1.20259e+06,9897
14084,M,0,at home,undef,not commuting,Ho,-563824,-1.20259e+06,9897
14085,M,20,student,undef,not commuting,Ho,-563824,-1.20259e+06,9897
14086,M,57,working,adminetc,not commuting,Ho,-565830,-1.20221e+06,5035
14087,F,57,working,industry,not commuting,Ho,-565830,-1.20221e+06,5035
14088,M,28,working,industry,not commuting,Ho,-563665,-1.20195e+06,6389
14089,M,0,at home,undef,not commuting,Ho,-563665,-1.20195e+06,6389
14090,F,28,working,construction,not commuting,Ho,-563665,-1.20195e+06,6389
14091,M,20,student,undef,not commuting,Ho,-564008,-1.20183e+06,1052
14092,M,50,at home,undef,not commuting,Ho,-564008,-1.20183e+06,1052
14093,F,48,working,publicsector,not commuting,Ho,-564008,-1.20183e+06,1052
14094,F,17,student,undef,not commuting,Ho,-564008,-1.20183e+06,1052
14095,M,86,retired,undef,not commuting,Ho,-563885,-1.20292e+06,9474
14096,F,80,retired,undef,not commuting,Ho,-563885,-1.20292e+06,9474
14097,M,30,at home,undef,not commuting,Ho,-567218,-1.20295e+06,10649
14098,F,54,at home,undef,not commuting,Ho,-563383,-1.20153e+06,6034
14099,F,56,retired,undef,not commuting,Ho,-563513,-1.20181e+06,10478
14100,M,37,working,industry,not commuting,Ho,-565603,-1.20173e+06,2378
14101,M,49,at home,undef,not commuting,Ho,-564791,-1.20187e+06,4270
14102,M,30,working,industry,not commuting,Ho,-564989,-1.20166e+06,3735
14103,F,26,working,education,not commuting,Ho,-563477,-1.20168e+06,5778
14104,M,32,working,industry,not commuting,Ho,-565441,-1.20179e+06,2982
14105,M,42,at home,undef,not commuting,Ho,-564569,-1.20217e+06,231
14106,F,78,retired,undef,not commuting,Ho,-564296,-1.20194e+06,1671
14107,M,31,working,it,not commuting,Ho,-564628,-1.20234e+06,6958
14108,F,52,at home,undef,not commuting,Ho,-565039,-1.20165e+06,4492
14109,F,69,retired,undef,not commuting,Ho,-564083,-1.20204e+06,1522
14110,F,77,retired,undef,not commuting,Ho,-565790,-1.20225e+06,4904
14111,F,81,retired,undef,not commuting,Ho,-563680,-1.20285e+06,8800
14112,F,64,retired,undef,not commuting,Ho,-564306,-1.20232e+06,9945
14113,F,100,retired,undef,not commuting,Ho,-564457,-1.2023e+06,7306
14114,M,21,working,adminetc,not commuting,Ho,-563751,-1.20307e+06,9313
14115,F,23,at home,undef,not commuting,Ho,-565256,-1.20168e+06,2809
14116,M,43,working,agriculture,not commuting,Ho,-563818,-1.20258e+06,9913
14117,F,8,student,undef,not commuting,Ho,-563818,-1.20258e+06,9913
14118,F,44,working,industry,15 to 30 min,Ho,-563818,-1.20258e+06,9913
14119,F,47,at home,undef,not commuting,Ho,-563796,-1.20251e+06,10071
14120,M,45,working,health,not commuting,Ho,-563796,-1.20251e+06,10071
14121,F,20,student,undef,not commuting,Ho,-563796,-1.20251e+06,10071
14122,F,19,working,tradeandmoto,45 to 60 mins,Ho,-563614,-1.20255e+06,8088
14123,M,57,working,industry,not commuting,Ho,-563614,-1.20255e+06,8088
14124,F,56,working,education,not commuting,Ho,-563365,-1.20146e+06,6220
14125,M,55,working,industry,not commuting,Ho,-563365,-1.20146e+06,6220
14126,M,53,working,tradeandmoto,not commuting,Ho,-565507,-1.20209e+06,3478
14127,F,48,working,adminetc,not commuting,Ho,-565507,-1.20209e+06,3478
14128,F,33,working,education,not commuting,Ho,-564120,-1.20187e+06,1186
14129,F,3,at home,undef,not commuting,Ho,-564120,-1.20187e+06,1186
14130,F,3,at home,undef,not commuting,Ho,-563811,-1.20256e+06,9736
14131,F,30,working,industry,not commuting,Ho,-563811,-1.20256e+06,9736
14132,M,36,at home,undef,not commuting,Ho,-563811,-1.20256e+06,9736
14133,M,63,working,construction,not commuting,Ho,-565504,-1.20185e+06,2345
14134,F,61,retired,undef,not commuting,Ho,-565504,-1.20185e+06,2345
14135,M,77,retired,undef,not commuting,Ho,-564094,-1.20274e+06,2206
14136,F,70,retired,undef,not commuting,Ho,-564094,-1.20274e+06,2206
14137,M,17,student,undef,not commuting,Ho,-565366,-1.20154e+06,3100
14138,F,41,working,banks,not commuting,Ho,-565366,-1.20154e+06,3100
14139,M,41,working,banks,not commuting,Ho,-565366,-1.20154e+06,3100
14140,M,34,at home,undef,not commuting,Ho,-563963,-1.20323e+06,10285
14141,F,27,working,tradeandmoto,not commuting,Ho,-563963,-1.20323e+06,10285
14142,M,5,at home,undef,not commuting,Ho,-563963,-1.20323e+06,10285
14143,F,8,student,undef,not commuting,Ho,-563963,-1.20323e+06,10285
14144,F,26,at home,undef,not commuting,Ho,-563663,-1.20281e+06,8754
14145,M,46,working,publicsector,not commuting,Ho,-563663,-1.20281e+06,8754
14146,M,27,working,industry,not commuting,Ho,-563663,-1.20281e+06,8754
14147,M,38,working,adminetc,not commuting,Ho,-563775,-1.20191e+06,2151
14148,F,63,retired,undef,not commuting,Ho,-563775,-1.20191e+06,2151
14149,M,46,working,industry,not commuting,Ho,-563687,-1.2019e+06,6291
14150,F,16,student,undef,not commuting,Ho,-563687,-1.2019e+06,6291
14151,F,44,at home,undef,not commuting,Ho,-563687,-1.2019e+06,6291
14152,M,23,student,undef,not commuting,Ho,-564332,-1.20196e+06,1207
14153,M,58,working,transportation,not commuting,Ho,-564332,-1.20196e+06,1207
14154,F,57,retired,undef,not commuting,Ho,-564332,-1.20196e+06,1207
14155,M,41,at home,undef,not commuting,Ho,-564461,-1.20286e+06,5374
14156,F,37,working,industry,not commuting,Ho,-564461,-1.20286e+06,5374
14157,F,18,student,undef,not commuting,Ho,-564461,-1.20286e+06,5374
14158,F,13,student,undef,not commuting,Ho,-564461,-1.20286e+06,5374
14159,M,21,student,undef,not commuting,Ho,-563679,-1.20256e+06,7994
14160,F,41,at home,undef,not commuting,Ho,-563679,-1.20256e+06,7994
14161,F,10,student,undef,not commuting,Ho,-563679,-1.20256e+06,7994
14162,M,14,student,undef,not commuting,Ho,-563679,-1.20256e+06,7994
14163,M,44,working,adminetc,not commuting,Ho,-563679,-1.20256e+06,7994
14164,M,8,student,undef,not commuting,Ho,-563679,-1.20256e+06,7994
14165,M,11,student,undef,not commuting,Ho,-563679,-1.20256e+06,7994
14166,M,72,retired,undef,not commuting,Ho,-564409,-1.20262e+06,146
14167,F,69,retired,undef,not commuting,Ho,-564409,-1.20262e+06,146
14168,M,22,at home,undef,not commuting,Ho,-563521,-1.20176e+06,5620
14169,F,46,working,industry,not commuting,Ho,-563521,-1.20176e+06,5620
14170,M,26,working,construction,not commuting,Ho,-563521,-1.20176e+06,5620
14171,M,63,working,industry,not commuting,Ho,-565663,-1.20218e+06,4788
14172,F,61,retired,undef,not commuting,Ho,-565663,-1.20218e+06,4788
14173,F,10,student,undef,not commuting,Ho,-563616,-1.20226e+06,7614
14174,F,37,working,tradeandmoto,not commuting,Ho,-563616,-1.20226e+06,7614
14175,F,58,retired,undef,not commuting,Ho,-564163,-1.20227e+06,9918
14176,M,65,retired,undef,not commuting,Ho,-564163,-1.20227e+06,9918
14177,F,33,at home,undef,not commuting,Ho,-563665,-1.20195e+06,6334
14178,M,50,at home,undef,not commuting,Ho,-563665,-1.20195e+06,6334
14179,F,3,at home,undef,not commuting,Ho,-563665,-1.20195e+06,6334
14180,F,18,student,undef,not commuting,Ho,-565550,-1.20173e+06,2412
14181,F,21,at home,undef,not commuting,Ho,-565550,-1.20173e+06,2412
14182,M,59,retired,undef,not commuting,Ho,-565799,-1.2023e+06,6756
14183,F,48,working,health,not commuting,Ho,-565799,-1.2023e+06,6756
